trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,True,"{'a': 0.0, 'e': 0.0}",20,7,25.14308485762044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",20,6,23.251321246213813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,0,30.790948463157754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,True,"{'a': 0.0, 'e': 0.0}",25,11,24.207705571450393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",20,0,32.72544031841107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
62,True,"{'a': 0.0, 'e': 0.0}",25,8,27.163435484296816,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",25,8,26.421699532394182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,0,30.223437404111916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,True,"{'a': 0.0, 'e': 0.0}",20,0,2.953327755820317,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
66,True,"{'a': 0.0, 'e': 0.0}",20,10,19.657346970343326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",25,0,37.486779456079255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
68,True,"{'a': 0.0, 'e': 0.0}",20,0,-12.025542645943581,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
69,True,"{'a': 0.0, 'e': 0.0}",20,0,28.472797645773454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
70,True,"{'a': 0.0, 'e': 0.0}",35,0,18.55315321786088,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
71,True,"{'a': 0.0, 'e': 0.0}",30,0,2.322951915448969,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
72,True,"{'a': 0.0, 'e': 0.0}",20,2,28.435319141400505,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",25,16,15.450114431294386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",20,7,18.465885230376507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",30,7,37.291367651500586,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",20,0,34.209302824807395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,True,"{'a': 0.0, 'e': 0.0}",20,9,19.27123001650788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",20,0,-15.02339413204411,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
79,True,"{'a': 0.0, 'e': 0.0}",20,0,28.779349391963564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
80,True,"{'a': 0.0, 'e': 0.0}",20,0,32.58094924546703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
81,True,"{'a': 0.0, 'e': 0.0}",25,13,27.356429322040917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",25,15,17.99650838960484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",20,11,12.177598383007712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",20,0,23.585708703536344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
85,True,"{'a': 0.0, 'e': 0.0}",20,0,27.255123429101157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
86,True,"{'a': 0.0, 'e': 0.0}",20,6,22.216246761127728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",25,15,16.815465122405197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",20,0,28.14621342053911,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,True,"{'a': 0.0, 'e': 0.0}",20,1,26.0218981125528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",35,0,39.917968197015036,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,True,"{'a': 0.0, 'e': 0.0}",20,0,25.845033994957063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
92,True,"{'a': 0.0, 'e': 0.0}",20,13,12.646954612379274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",20,0,26.238843972505776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,True,"{'a': 0.0, 'e': 0.0}",20,0,29.001703375358225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,True,"{'a': 0.0, 'e': 0.0}",30,15,27.14257036199765,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",20,0,30.72362400087051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,True,"{'a': 0.0, 'e': 0.0}",20,0,26.591505101593178,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
98,True,"{'a': 0.0, 'e': 0.0}",20,0,31.1538425258136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,True,"{'a': 0.0, 'e': 0.0}",20,12,18.316871353503874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,9,20.942967066717042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
