trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
73,False,"{'a': 0.5, 'e': 0.3631854084160624}",25,10,-34.70179752829052,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.7654140519453434}",20,0,-91.71677695145107,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9802426408101081}",20,0,-112.24305126381353,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9550736440472949}",30,0,-275.19090615082905,"{0: 13, 1: 3, 2: 9, 3: 1, 4: 4}",0
77,False,"{'a': 0.5, 'e': 0.6960693098638898}",30,0,-40.52770669437105,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.2666429323599373}",20,15,-2.565447537048071,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.22806693448309956}",25,10,-27.337764742637116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.6669380616522619}",20,0,-53.53667160552329,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9425194910508831}",35,0,-264.5847165378172,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 5}",0
82,False,"{'a': 0.5, 'e': 0.9873392775238264}",25,0,-187.17055088077353,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.7904239741978156}",20,0,-108.3936273448244,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.3999853149883513}",25,0,-16.19529724886614,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.08838369930580556}",20,6,23.643010272231436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.5551133015206257}",20,0,-25.90962108246558,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.8859318072699817}",25,0,-134.45338797350695,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9998433086476912}",25,0,-149.83230673348865,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.8689582973139933}",20,0,-92.11419546004223,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.5253219888177297}",20,0,-36.13435186691776,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.05306853621402457}",20,13,14.727799468443495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.4321779448847783}",35,5,6.4844841680172705,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.8116121923430246}",25,17,4.018131390977307,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.9923354691509287}",30,0,-209.39322823128165,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 5}",0
95,False,"{'a': 0.5, 'e': 0.9301004142012892}",25,11,-115.65079911597172,"{0: 8, 1: 2, 2: 0, 3: 2, 4: 2}",1
96,False,"{'a': 0.5, 'e': 0.6401443394691997}",25,0,-51.96074176070443,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.1934586046207122}",25,5,26.78051895191782,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.3005925437436371}",20,0,-34.45805438346639,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.7210481538680822}",25,9,9.978491382869915,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.9649660284921133}",20,0,-149.63966584529197,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
101,False,"{'a': 0.5, 'e': 0.9726265649744922}",20,0,-36.812508899801045,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.7421541968137826}",20,3,-108.9997267420151,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
103,False,"{'a': 0.5, 'e': 0.32997659774057014}",30,0,25.872889541452924,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.16299078079570548}",25,6,18.65356536687692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.616052331690985}",30,0,-80.35776700889782,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.9182827862121189}",35,0,-183.5708386622644,"{0: 16, 1: 4, 2: 14, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9956855884367365}",20,0,-101.38713458207005,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.8293098328631502}",20,8,-62.14591164842109,"{0: 5, 1: 2, 2: 4, 3: 1, 4: 0}",1
